tweet_id,text,location
ID_1110258335440359424,.@buffalobills Offensive Lineman @Sirles71_HSKR joined us today to talk about how he and @slong_61 spent the past week helping out flood victims and first responders in Nebraska Ὡ1 Hear about their experience and much more here:,Nebraska
ID_1110259125676621824,.@mnnationalguard continue to protect critical infrastructure in #Nebraska. Guard members sent us pictures that show just how close the rising river came to #flooding a nuclear power plant. Learn what the guard members did to protect it during their #EMAC mission.,Nebraska
ID_1110261593068183552,Coach Thompson together with @NatGalleryZimb @IssuesPaneNyaya and other organisations have organised a #SunguraAerobics workout on the 30th of March as a way to fundraise for the victims of the #CycloneIdai bring your donations to participate #PaneNyaya #SunguraAerobics,
ID_1110264028268560384,"This drone video shows Highway 34 near Bellevue, Nebraska closed a week after severe flooding led to a levee breach.",Highway 34 near Bellevue Nebraska
ID_1110264113282904064,"The Elkhorn River consumes a section of western Douglas County Sunday, March 17, 2019, in Omaha, Neb. Hundreds of people were evacuated from their homes in Nebraska and Iowa as levees succumbed to the rush of water. (Jeff Bundy/Omaha World-Herald via AP) #Nature",Elkhorn River Iowa Nebraska Omaha western Douglas County
ID_1110264403876827136,RT @KeyElementsGrp: Act Now: Help Flood Victims in #Iowa and #Nebraska. #Causes #Flooding #Environment #Nonprofits,Iowa Nebraska
ID_1110264482272563200,"@NEGameandParks is looking for volunteers to help with the 2019 northern pike surveys/tagging at Lake Wanahoo. Two crews will run each day from Tuesday, March 26-Friday, March 29. For more information, please contact Jordan Katt at (402) 405-4582 or jordan.katt@nebraska.gov",Lake Wanahoo
ID_1110264977590374400,"Flood relief center established by UNMC/Nebraska Medicine, UNO",Nebraska
ID_1110265712780759040,"For #2019FloodFight USACE is providing flood-fight assistance to include: providing technical assistance to local municipalities and/or levee systems in South Dakota, Nebraska, Iowa, Kansas, and Missouri; (1/4)",Iowa Kansas Missouri Nebraska South Dakota
ID_1110269206522720256,"Unprecedented US flooding in the next months threatens 200 million people, says NOAA. To say folks arent quite getting the immediate, current risks of living in an ecologically destabilized world battered by climate chaos would be an understatement.",
ID_1110270125926739968,.@jtimberlake is planning to help #Nebraska flood victims,Nebraska
ID_1110270262287745024,Soldiers with the @NENationalGuard used helicopters to extract and relocate people and pets stranded or isolated due to historic flooding from their homes and farms as well as from along #roads and #bridges. Photos by Nebraska National Guard Spc. Lisa Crawford. @aashtospeaks,Nebraska
ID_1110270271821369344,"As the flood waters rose in Nebraska, equipment provided by #DLADispositionServices was used to rescue people from the flood waters.",Nebraska
ID_1110270425882415104,"AgWebEditor: Massive flooding in the Midwest last week compromised 13% of the nation’s ethanol production capacity as plants in Nebraska, Iowa and South Dakota have shut down or scaled back production following the storms.",Iowa Nebraska South Dakota
ID_1110270889411657728,Manchester farmers to deliver farming supplies to Nebraska flood victims,Manchester Nebraska
ID_1110272051170983936,Phoenix-Based Red Cross Volunteer To Assess Nebraska Floods With Drone #PD #Police #FD #firefighters #SafetyFirst #PublicSafety #FirstResponder #Rescue #drones #drone #uav #uas #eagle_drones_us #eagledrones @eagle_drones_us,Nebraska Phoenix
ID_1110272254078799872,"It’s hard to sum up the damage from the floods in Nebraska and Iowa. But after driving 944 miles across the two states this week, I’ll give it a try. To start, here’s a look at how agriculture, which drives the Plains economy, was devastated:",Nebraska
ID_1110276645993279488,Question @fortunechasi is there anything you can do to exempt trucks carrying food and clothing for #CycloneIdai from paying tollgate fees??,
ID_1110276952559181824,"Referral requests! Have any suggestions for these community members? 1. Is there a Loveland location to where things like clothing, baby items, etc. can be donated for Nebraska flood victims? 2. Recommendation",Nebraska
ID_1110277709391749120,Want to know how you can help Care for Life support the victims of Hurricane Idai? Here are some ideas on our website: #cycloneidai @malaria #cholera #aid #aids #fund #donate #careforlife #Mozambique #mozmbiqueflood2019 #give #donate #Emergency #beira,Mozambique beira
ID_1110278358921809920,"A bit more info: Those areas affected by the floods the worst in Nebraska will see social workers from the nearest region coming by to provide assistance! If you see a social worker out there, please thank them for their hard work. They have traveled far to provide support!",Nebraska
ID_1110278889987809280,The Local GO-ASHI group is Nebraska Strong! Donating to the flood victims!,Nebraska
ID_1110282533055447040,".@WHO is providing urgent health assistance after #CycloneIdai displaced thousands of people in Mozambique, Malawi & Zimbabwe & put them at increased risk of malaria, typhoid & cholera. We are sending staff, medicines & strengthening disease detection.",Malawi Mozambique Zimbabwe
ID_1110285978478891008,Wood River community says they see a tremendous difference one week after flooding. Well hear from the President of the Volunteer Fire Department tonight on Good Evening Nebraska. Thats at 6:30pm!,Nebraska Wood River
ID_1110286149086560256,"Inspired by our original t-shirt project, our limited edition #NebraskaStrong t-shirt is one way to show support for the more than 70 public school communities impacted by the Nebraska floods. – #ilovepublicschools",Nebraska
ID_1110288184255172608,Salina nurses volunteer in Nebraska to assist with flood relief!,Nebraska
ID_1110288328555929600,Parts of the Missouri River floodplain along the Nebraska-Iowa border remain under water following record flooding in the area.,Missouri Nebraska
ID_1110289758238969856,A major Air Force base was damaged in the Nebraska flood #wuwei #today #best #news #daily #feed,Nebraska
ID_1110290437963538432,"For those of you affected by the flood, make sure to dial 211 to get on that list--they are coordinating the volunteer organizations wanting to help with flood recovery. Also, visit the Governors website",
ID_1110290445769285632,"Its Severe Weather Awareness Week in Nebraska this week! Do you know the difference between watches and warnings? We like to use cupcakes to break it down - in a WATCH the ingredients are there and cupcakes are POSSIBLE. In a WARNING, cupcakes are OCCURRING! #newx #SWAW",Nebraska
ID_1110292822094155776,RT @3NewsNowOmaha: Those displaced by flooding in Nebraska are eligible for mortgage and rental cost assistance.,Nebraska
ID_1110292913207029760,"#NebraskaStrong New total for Nebraska Broadcasters Association fundraiser for American Red Cross to benefit flood relief. !!!!!!!!!!!!!! $441,919 !!!!!!!!!!!!!!!!!",Nebraska
ID_1110292918546382848,"@LechtenbergLisa Coach Lechtenberg helping with relief back in her home town in Nebraska. Thank you for all the donations, ElDorado! Prayers from the Grizzlies! @BucoVolleyball @ButlerGrizzlies",ElDorado Nebraska
ID_1110294250057539584,Just donated to this. Folks on reservations in Nebraska need help. I imagine they wont see the disaster aid as fast as others.,Nebraska
ID_1110295794517712896,".@Walmart, @SamsClub and @WalmartGiving have committed to provide $100,000 in support through cash and product donations in response to the floods that have impacted midwestern states including Iowa and Nebraska",Iowa Nebraska
ID_1110296347977109504,RT @NTVsValerieMia: Wood River community continues to document damage as they try to qualify for federal aid,Wood River community
ID_1110297707665592320,Villagers who survived #CycloneIdai at Kopa Township in Chimanimani take a precarious walk across the makeshift bridge to access emergency aid and other supplies #Zimbabwe @SaveChildrenZIM @SvetheChildren @SaveUKNews @ReddBarna @ESASavechildren,Chimanimani Zimbabwe
ID_1110300326484164608,Help is heading from Maine to Nebraska in the wake of deadly and devastating floods:,Maine Nebraska
ID_1110302212008394752,2/2 and thank you to @jtimberlake who also showed his support for the #NebraskaStrong effort to aid the victims of the state’s historic flooding in Nebraska & SW Iowa.,Iowa Nebraska
ID_1110302239049072640,"1/2 Congrats to everyone who supported last Friday’s #NebraskaStrong Drive for Flood Relief. Led by Nebraska’s radio & tv stations, $441,919 was raised for the @RedCross!! Our company was proud to donate $5,000 on behalf of all @Channel8ABC employees. @BroadlyServing",Nebraska
ID_1110304704049741824,Heads up need supplies for Nebraska Flood victims,Nebraska
ID_1110304989048696832,Thank you. We will donate to Salvation Army tomorrow. We have always found they are the most responsible/reliable in disbursing needed funds. Let us know if there is something else we can do. #LetsRoll #Unity,
ID_1110305730593259520,"Monday 25 March update from @_NWService at the @NEMAtweets Emergency Operations Center. While current flooding is abating, pay attention to what’s happening north of us. Stay Safe Nebraska! #NebraksaFlood2019 #NebraskaStrong",Nebraska
ID_1110306092725268480,"NEBRASKA: We’re here. Or, well, @mitchsherman is. Now up and running @TheAthleticCFB. ἳD Welcome letter: ἳD Adrian Martinez profile: ἳD 30% off sub, with 50% going to the Nebraska flood relief efforts:",NEBRASKA Nebraska
ID_1110306277488553984,"Staff donation drive for an elementary school in Nebraska. Students are in need of clothing and blankets since theyve almost all been displaced from their homes. So bring any gently used hats, gloves, socks, sweatshirts, coats, and blankets. We will take anything! @OutleyE",Nebraska
ID_1110306513460084736,"Meet Mike! He runs the Disaster Resource Center in Fremont, #Nebraska, which has been supporting families affected by the terrible flooding. Zomi @nozofro and the WCK team is providing lunch and dinner here every day! #ChefsForNebraska",Fremont Nebraska
ID_1110306978440667136,"@jrogers01 @NancyWerle7 @superyayadize @realDonaldTrump Nebraska, Iowa and Missouri are definitely red states, doh. Its a little more than known, what rock are you under?! To top it off youre 10 days late to the conversation & again living under a rock, as disaster relief started 3 days ago. After our states fought for it! #Late",Iowa Missouri Nebraska
